,1,2,3,4,5,6,7
0,0.30660358066846527,3.0,16.477181470526915,32.609641907425925,29.0,15.39094818298863,3.2156248583900577
1,0.5265885826184871,5.351351351351352,21.320857172508898,32.71827565490803,24.88888888888889,12.398993791026172,2.79504455869818
2,0.3072041929919749,3.0,16.218337593026913,32.504873298781035,29.25,15.55135603836769,3.168228876832387
3,0.3907469921823292,4.0,22.594009150526915,34.29788635595923,23.333333333333332,11.604427092649786,3.7795970753484056
4,0.20911322863237558,2.0,16.11243995719358,33.2495887621123,29.11111111111111,15.61285026490393,3.704896676046701
5,0.20163894193991894,2.0,19.33360821052691,34.55337589191533,26.0,13.616663620186742,4.294713335431098
6,0.4997157130675447,5.0,18.01195656052691,31.655694980503917,28.0,14.448097357978739,2.384535387922881
7,1.0410622900610065,10.857142857142858,32.934365531955486,33.082671499926306,15.0,5.224746339464787,1.8600114814495612
8,0.6760107004086393,7.0,26.794360220526915,33.635269095638726,20.0,9.013826582355165,2.880533401070565
9,0.2208585362919422,2.0,11.050604130526914,31.200780415278977,34.0,18.749714992316655,2.778041925585512
10,0.4602915850168898,4.826086956521739,27.63203527009213,35.68644953178269,18.666666666666668,8.48573041543532,4.24273957448456
11,0.873028994395284,9.285714285714286,38.75423320766977,36.67592060572622,9.0,1.6116301988266528,3.799472707667789
12,1.3458970405704065,14.0,34.754511810526914,31.344140937860566,14.0,4.109770141029941,0.44568007001217325
13,0.7713655419611598,8.0,28.079435520526914,33.36783284946749,19.0,8.221585459092104,2.559780628952325
14,0.6215945973327166,6.615384615384615,33.945950409757685,36.83283270721507,13.0,4.580333440105655,4.403904230204262
15,0.6505454878949024,6.684210526315789,24.385912757763755,32.90914446438762,22.25,10.50505823921307,2.615128524424861
16,0.30179868208045946,3.0,18.547932490526915,33.44779077658501,27.0,14.107685339956152,3.594792710851465
17,0.640542375747799,6.66,27.670882408355485,34.25782327348929,19.071428571428573,8.469233275255434,3.230090095723426
18,0.4853010173035557,5.0,24.224209620526914,34.170141587981185,22.0,10.5983088288813,3.5220389453070453
19,0.6840188647219634,7.0,23.343108520526915,32.238354313706914,23.333333333333332,11.152597987409294,2.2485869803015817
20,0.20404139123392895,2.0,18.298232700526913,34.13430145733578,27.0,14.25829504170298,4.105129409200401
21,0.954867877184256,10.0,33.75571265052692,34.09018366086367,14.0,4.712208948017242,2.4870268634079196
22,0.29939623278647787,3.0,19.583308000526912,33.86686521116455,26.0,13.466053918439915,3.784376637082147
23,0.5423537589487921,5.6,25.064279834526914,34.037618135917086,21.333333333333332,10.080188726822378,3.3422262104514857
24,0.587863206738092,6.0,22.40315839052691,32.645482038071314,24.0,11.730961970166959,2.63253439449673
25,0.2256634348799338,2.0,8.979853110526918,30.362631546119893,36.0,20.03297783534913,2.3988740731241336
26,1.6415713624040364,17.0,34.46823567052691,28.865534461028695,15.0,4.2995724573057,-1.2749139512653471
27,0.3763322964183402,4.0,28.806262210526917,36.812332963436496,17.333333333333332,7.754638563552348,4.91710063273257
28,0.5768119399856744,6.0,27.165885736526914,34.57322443713722,19.4,8.779457431192256,3.5046204551579336
29,0.2232609855859522,2.0,10.01522862052692,30.781705980699442,35.0,19.391346413832885,2.588457999354816
30,0.5758509602680988,6.0,27.580035940526912,34.74085421096904,19.0,8.522804862585758,3.580454025650198
31,0.30660358066846527,3.0,16.477181470526915,32.609641907425925,29.0,15.39094818298863,3.2156248583900577
32,0.954867877184256,10.0,33.75571265052692,34.09018366086367,14.0,4.712208948017242,2.4870268634079196
33,0.4943865512292831,5.166666666666667,27.371952782193578,35.312946444928016,19.0,8.648312947374784,4.005734607607664
34,0.6991364563482136,7.285714285714286,28.936454037669773,34.27727205601188,18.0,7.68753239596645,3.1138907682893944
